"","TIME","REP_AIRP","UNIT","TRA_MEAS","TRA_COV","AIRCRAFT","Value","Flag.and.Footnotes"
"1",2008,"ANTWERPEN/DEURNE airport","Tonne","Freight and mail on board","Total transport","Fokker 50",690,NA
"2",2008,"BRUSSELS airport","Tonne","Freight and mail on board","Total transport","Airbus A318 - all models",85,NA
"3",2008,"BRUSSELS airport","Tonne","Freight and mail on board","Total transport","Airbus A340 - all models",116,NA
"4",2008,"BRUSSELS airport","Tonne","Freight and mail on board","Total transport","Other Avroliner models",19,NA
"5",2008,"BRUSSELS airport","Tonne","Freight and mail on board","Total transport","BAe 146 - all models",988,NA
"6",2008,"BRUSSELS airport","Tonne","Freight and mail on board","Total transport","Boeing MD-81",100,NA
"7",2008,"BRUSSELS airport","Tonne","Freight and mail on board","Total transport","Boeing MD-82",454,NA
"8",2008,"BRUSSELS airport","Tonne","Freight and mail on board","Total transport","Boeing MD-83",12,NA
"9",2008,"BRUSSELS airport","Tonne","Freight and mail on board","Total transport","Boeing MD-87",65,NA
"10",2008,"BRUSSELS airport","Tonne","Freight and mail on board","Total transport","Canadair CL-600 regional jet - all models",81,NA
"11",2008,"BRUSSELS airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",19,NA
"12",2008,"BRUSSELS airport","Tonne","Freight and mail on board","Total transport","Dornier 328",37,NA
"13",2008,"BRUSSELS airport","Tonne","Freight and mail on board","Total transport","Douglas DC-10 - all models",252,NA
"14",2008,"BRUSSELS airport","Tonne","Freight and mail on board","Total transport","Embraer 135",9,NA
"15",2008,"BRUSSELS airport","Tonne","Freight and mail on board","Total transport","Embraer 145",74,NA
"16",2008,"BRUSSELS airport","Tonne","Freight and mail on board","Total transport","Embraer 170",133,NA
"17",2008,"BRUSSELS airport","Tonne","Freight and mail on board","Total transport","Other Embraer models",44,NA
"18",2008,"BRUSSELS airport","Tonne","Freight and mail on board","Total transport","Fokker 50",139,NA
"19",2008,"BRUSSELS airport","Tonne","Freight and mail on board","Total transport","Fokker 70",111,NA
"20",2008,"BRUSSELS airport","Tonne","Freight and mail on board","Total transport","Fokker 100",230,NA
"21",2008,"BRUSSELS airport","Tonne","Freight and mail on board","Total transport","Lockheed L-1011 TriStar",11,NA
"22",2008,"BRUSSELS airport","Tonne","Freight and mail on board","Total transport","Other Lockheed models",101,NA
"23",2008,"BRUSSELS airport","Tonne","Freight and mail on board","Total transport","Saab 2000",9,NA
"24",2008,"BRUSSELS airport","Tonne","Freight and mail on board","Total transport","Other",15,NA
"25",2008,"LIEGE airport","Tonne","Freight and mail on board","Total transport","Airbus A310 - all models",29,NA
"26",2008,"LIEGE airport","Tonne","Freight and mail on board","Total transport","Airbus A330 - all models",11,NA
"27",2008,"LIEGE airport","Tonne","Freight and mail on board","Total transport","Boeing MD-11",643,NA
"28",2008,"LIEGE airport","Tonne","Freight and mail on board","Total transport","Other Dornier models",9,NA
"29",2008,"LIEGE airport","Tonne","Freight and mail on board","Total transport","Douglas DC-10 - all models",27,NA
"30",2008,"LIEGE airport","Tonne","Freight and mail on board","Total transport","Douglas DC-8 - all models",272,NA
"31",2008,"LIEGE airport","Tonne","Freight and mail on board","Total transport","Saab 340",11,NA
"32",2008,"LIEGE airport","Tonne","Freight and mail on board","Total transport","Other",172,NA
"33",2008,"OOSTENDE/BRUGGE airport","Tonne","Freight and mail on board","Total transport","OTHER CANADAIR aircraft",1,NA
"34",2008,"OOSTENDE/BRUGGE airport","Tonne","Freight and mail on board","Total transport","Airbus A319 - all models",2,NA
"35",2008,"OOSTENDE/BRUGGE airport","Tonne","Freight and mail on board","Total transport","Airbus A320 - all models",237,NA
"36",2008,"OOSTENDE/BRUGGE airport","Tonne","Freight and mail on board","Total transport","Airbus A321 - all models",354,NA
"37",2008,"OOSTENDE/BRUGGE airport","Tonne","Freight and mail on board","Total transport","BAe 146 - all models",3,NA
"38",2008,"OOSTENDE/BRUGGE airport","Tonne","Freight and mail on board","Total transport","Boeing 767 - all models",14,NA
"39",2008,"OOSTENDE/BRUGGE airport","Tonne","Freight and mail on board","Total transport","Boeing MD-83",36,NA
"40",2008,"OOSTENDE/BRUGGE airport","Tonne","Freight and mail on board","Total transport","Boeing MD-90",4,NA
"41",2008,"OOSTENDE/BRUGGE airport","Tonne","Freight and mail on board","Total transport","Other Embraer models",2,NA
"42",2008,"OOSTENDE/BRUGGE airport","Tonne","Freight and mail on board","Total transport","Other",3,NA
"43",2008,"OOSTENDE/BRUGGE airport","Tonne","Freight and mail on board","Total transport","Unknown",1,NA
"44",2008,"BURGAS airport","Tonne","Freight and mail on board","Total transport","Other Antonov models",182,NA
"45",2008,"BURGAS airport","Tonne","Freight and mail on board","Total transport","Boeing 737 - all models",10,NA
"46",2008,"BURGAS airport","Tonne","Freight and mail on board","Total transport","Other",762,NA
"47",2008,"SOFIA airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 42 - all models",51,NA
"48",2008,"SOFIA airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 72 - all models",894,NA
"49",2008,"SOFIA airport","Tonne","Freight and mail on board","Total transport","Airbus A300 - all models",59,NA
"50",2008,"SOFIA airport","Tonne","Freight and mail on board","Total transport","Airbus A318 - all models",3,NA
"51",2008,"SOFIA airport","Tonne","Freight and mail on board","Total transport","Airbus A321 - all models",547,NA
"52",2008,"SOFIA airport","Tonne","Freight and mail on board","Total transport","Other Antonov models",24,NA
"53",2008,"SOFIA airport","Tonne","Freight and mail on board","Total transport","BAe-Avroliner RJ 100",84,NA
"54",2008,"SOFIA airport","Tonne","Freight and mail on board","Total transport","BAe-Avroliner RJ 85",8,NA
"55",2008,"SOFIA airport","Tonne","Freight and mail on board","Total transport","Boeing 767 - all models",102,NA
"56",2008,"SOFIA airport","Tonne","Freight and mail on board","Total transport","Boeing MD-82",632,NA
"57",2008,"SOFIA airport","Tonne","Freight and mail on board","Total transport","Boeing MD-83",1,NA
"58",2008,"SOFIA airport","Tonne","Freight and mail on board","Total transport","Canadair CL-600 regional jet - all models",28,NA
"59",2008,"SOFIA airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",6,NA
"60",2008,"SOFIA airport","Tonne","Freight and mail on board","Total transport","Embraer 145",2,NA
"61",2008,"SOFIA airport","Tonne","Freight and mail on board","Total transport","Embraer 170",132,NA
"62",2008,"SOFIA airport","Tonne","Freight and mail on board","Total transport","Other Embraer models",3,NA
"63",2008,"SOFIA airport","Tonne","Freight and mail on board","Total transport","Fokker 70",189,NA
"64",2008,"SOFIA airport","Tonne","Freight and mail on board","Total transport","Fokker 100",401,NA
"65",2008,"SOFIA airport","Tonne","Freight and mail on board","Total transport","Saab 2000",1,NA
"66",2008,"SOFIA airport","Tonne","Freight and mail on board","Total transport","Saab 340",2,NA
"67",2008,"SOFIA airport","Tonne","Freight and mail on board","Total transport","Tupolev Tu-154",330,NA
"68",2008,"SOFIA airport","Tonne","Freight and mail on board","Total transport","Other",876,NA
"69",2008,"VARNA airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 42 - all models",2,NA
"70",2008,"VARNA airport","Tonne","Freight and mail on board","Total transport","Airbus A319 - all models",2,NA
"71",2008,"VARNA airport","Tonne","Freight and mail on board","Total transport","Airbus A320 - all models",21,NA
"72",2008,"VARNA airport","Tonne","Freight and mail on board","Total transport","Airbus A321 - all models",2,NA
"73",2008,"VARNA airport","Tonne","Freight and mail on board","Total transport","Airbus A330 - all models",2,NA
"74",2008,"VARNA airport","Tonne","Freight and mail on board","Total transport","BAe 146 - all models",15,NA
"75",2008,"VARNA airport","Tonne","Freight and mail on board","Total transport","Boeing 737 - all models",39,NA
"76",2008,"VARNA airport","Tonne","Freight and mail on board","Total transport","Boeing 747 - all models",5,NA
"77",2008,"VARNA airport","Tonne","Freight and mail on board","Total transport","Boeing 757 - all models",1,NA
"78",2008,"VARNA airport","Tonne","Freight and mail on board","Total transport","Boeing 767 - all models",4,NA
"79",2008,"VARNA airport","Tonne","Freight and mail on board","Total transport","Boeing MD-82",1,NA
"80",2008,"VARNA airport","Tonne","Freight and mail on board","Total transport","Boeing MD-83",1,NA
"81",2008,"VARNA airport","Tonne","Freight and mail on board","Total transport","Canadair CL-600 regional jet - all models",1,NA
"82",2008,"VARNA airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",11,NA
"83",2008,"VARNA airport","Tonne","Freight and mail on board","Total transport","Fokker 70",7,NA
"84",2008,"VARNA airport","Tonne","Freight and mail on board","Total transport","Fokker 100",2,NA
"85",2008,"VARNA airport","Tonne","Freight and mail on board","Total transport","Tupolev Tu-154",11,NA
"86",2008,"OSTRAVA/MOSNOV airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 42 - all models",15,NA
"87",2008,"OSTRAVA/MOSNOV airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 72 - all models",39,NA
"88",2008,"OSTRAVA/MOSNOV airport","Tonne","Freight and mail on board","Total transport","Airbus A319 - all models",1,NA
"89",2008,"OSTRAVA/MOSNOV airport","Tonne","Freight and mail on board","Total transport","Other Antonov models",8,NA
"90",2008,"OSTRAVA/MOSNOV airport","Tonne","Freight and mail on board","Total transport","Boeing 737 - all models",1,NA
"91",2008,"OSTRAVA/MOSNOV airport","Tonne","Freight and mail on board","Total transport","Other Dornier models",1,NA
"92",2008,"OSTRAVA/MOSNOV airport","Tonne","Freight and mail on board","Total transport","Saab 340",985,NA
"93",2008,"OSTRAVA/MOSNOV airport","Tonne","Freight and mail on board","Total transport","Other",568,NA
"94",2008,"PRAHA/RUZYNE airport","Tonne","Freight and mail on board","Total transport","Airbus A300 - all models",95,NA
"95",2008,"PRAHA/RUZYNE airport","Tonne","Freight and mail on board","Total transport","Airbus A318 - all models",25,NA
"96",2008,"PRAHA/RUZYNE airport","Tonne","Freight and mail on board","Total transport","Other Antonov models",545,NA
"97",2008,"PRAHA/RUZYNE airport","Tonne","Freight and mail on board","Total transport","Boeing 767 - all models",839,NA
"98",2008,"PRAHA/RUZYNE airport","Tonne","Freight and mail on board","Total transport","Boeing MD-80",265,NA
"99",2008,"PRAHA/RUZYNE airport","Tonne","Freight and mail on board","Total transport","Canadair CL-600 regional jet - all models",334,NA
"100",2008,"PRAHA/RUZYNE airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",187,NA
"101",2008,"PRAHA/RUZYNE airport","Tonne","Freight and mail on board","Total transport","Other de Havilland models",3,NA
"102",2008,"PRAHA/RUZYNE airport","Tonne","Freight and mail on board","Total transport","Embraer 145",6,NA
"103",2008,"PRAHA/RUZYNE airport","Tonne","Freight and mail on board","Total transport","Embraer 170",36,NA
"104",2008,"PRAHA/RUZYNE airport","Tonne","Freight and mail on board","Total transport","Other Embraer models",11,NA
"105",2008,"PRAHA/RUZYNE airport","Tonne","Freight and mail on board","Total transport","Fokker 70",122,NA
"106",2008,"PRAHA/RUZYNE airport","Tonne","Freight and mail on board","Total transport","Fokker 100",307,NA
"107",2008,"PRAHA/RUZYNE airport","Tonne","Freight and mail on board","Total transport","Other Fokker models",367,NA
"108",2008,"PRAHA/RUZYNE airport","Tonne","Freight and mail on board","Total transport","Saab 340",8,NA
"109",2008,"PRAHA/RUZYNE airport","Tonne","Freight and mail on board","Total transport","Other",4,NA
"110",2008,"BRNO/TURANY airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 42 - all models",28,NA
"111",2008,"BRNO/TURANY airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 72 - all models",6,NA
"112",2008,"BRNO/TURANY airport","Tonne","Freight and mail on board","Total transport","Airbus A300 - all models",421,NA
"113",2008,"BRNO/TURANY airport","Tonne","Freight and mail on board","Total transport","Airbus A310 - all models",182,NA
"114",2008,"BRNO/TURANY airport","Tonne","Freight and mail on board","Total transport","Boeing 737 - all models",47,NA
"115",2008,"BRNO/TURANY airport","Tonne","Freight and mail on board","Total transport","Boeing 747 - all models",110,NA
"116",2008,"BRNO/TURANY airport","Tonne","Freight and mail on board","Total transport","Other Dornier models",2,NA
"117",2008,"BRNO/TURANY airport","Tonne","Freight and mail on board","Total transport","Douglas DC-8 - all models",44,NA
"118",2008,"BRNO/TURANY airport","Tonne","Freight and mail on board","Total transport","Other Lockheed models",1,NA
"119",2008,"BRNO/TURANY airport","Tonne","Freight and mail on board","Total transport","Saab 340",3,NA
"120",2008,"BRNO/TURANY airport","Tonne","Freight and mail on board","Total transport","Unknown",15,NA
"121",2008,"AARHUS airport","Tonne","Freight and mail on board","Total transport","Other Antonov models",8,NA
"122",2008,"AARHUS airport","Tonne","Freight and mail on board","Total transport","Boeing MD-82",2,NA
"123",2008,"AARHUS airport","Tonne","Freight and mail on board","Total transport","Boeing MD-87",3,NA
"124",2008,"AARHUS airport","Tonne","Freight and mail on board","Total transport","Canadair CL-600 regional jet - all models",2,NA
"125",2008,"AARHUS airport","Tonne","Freight and mail on board","Total transport","Dornier 328",2,NA
"126",2008,"AARHUS airport","Tonne","Freight and mail on board","Total transport","Other",12,NA
"127",2008,"BILLUND airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 42 - all models",4,NA
"128",2008,"BILLUND airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 72 - all models",3,NA
"129",2008,"BILLUND airport","Tonne","Freight and mail on board","Total transport","Airbus A300 - all models",38,NA
"130",2008,"BILLUND airport","Tonne","Freight and mail on board","Total transport","Airbus A320 - all models",6,NA
"131",2008,"BILLUND airport","Tonne","Freight and mail on board","Total transport","Airbus A321 - all models",1,NA
"132",2008,"BILLUND airport","Tonne","Freight and mail on board","Total transport","Other Antonov models",307,NA
"133",2008,"BILLUND airport","Tonne","Freight and mail on board","Total transport","BAe-Avroliner RJ 100",24,NA
"134",2008,"BILLUND airport","Tonne","Freight and mail on board","Total transport","BAe-Avroliner RJ 85",7,NA
"135",2008,"BILLUND airport","Tonne","Freight and mail on board","Total transport","Boeing 737 - all models",305,NA
"136",2008,"BILLUND airport","Tonne","Freight and mail on board","Total transport","Boeing 747 - all models",14,NA
"137",2008,"BILLUND airport","Tonne","Freight and mail on board","Total transport","Boeing MD-88",1,NA
"138",2008,"BILLUND airport","Tonne","Freight and mail on board","Total transport","Boeing MD-90",3,NA
"139",2008,"BILLUND airport","Tonne","Freight and mail on board","Total transport","Canadair CL-600 regional jet - all models",7,NA
"140",2008,"BILLUND airport","Tonne","Freight and mail on board","Total transport","Dornier 328",1,NA
"141",2008,"BILLUND airport","Tonne","Freight and mail on board","Total transport","Douglas DC-8 - all models",60,NA
"142",2008,"BILLUND airport","Tonne","Freight and mail on board","Total transport","Fokker 70",6,NA
"143",2008,"BILLUND airport","Tonne","Freight and mail on board","Total transport","Fokker 100",6,NA
"144",2008,"BILLUND airport","Tonne","Freight and mail on board","Total transport","Other Lockheed models",270,NA
"145",2008,"BILLUND airport","Tonne","Freight and mail on board","Total transport","Other Tupolev models",19,NA
"146",2008,"BILLUND airport","Tonne","Freight and mail on board","Total transport","Other",160,NA
"147",2008,"BILLUND airport","Tonne","Freight and mail on board","Total transport","Unknown",50,NA
"148",2008,"KOBENHAVN/KASTRUP airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 42 - all models",72,NA
"149",2008,"KOBENHAVN/KASTRUP airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 72 - all models",186,NA
"150",2008,"KOBENHAVN/KASTRUP airport","Tonne","Freight and mail on board","Total transport","Airbus A310 - all models",351,NA
"151",2008,"KOBENHAVN/KASTRUP airport","Tonne","Freight and mail on board","Total transport","Airbus A318 - all models",183,NA
"152",2008,"KOBENHAVN/KASTRUP airport","Tonne","Freight and mail on board","Total transport","Boeing MD-88",23,NA
"153",2008,"KOBENHAVN/KASTRUP airport","Tonne","Freight and mail on board","Total transport","Boeing MD-90",364,NA
"154",2008,"KOBENHAVN/KASTRUP airport","Tonne","Freight and mail on board","Total transport","Canadair CL-600 regional jet - all models",368,NA
"155",2008,"KOBENHAVN/KASTRUP airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",11,NA
"156",2008,"KOBENHAVN/KASTRUP airport","Tonne","Freight and mail on board","Total transport","Other de Havilland models",16,NA
"157",2008,"KOBENHAVN/KASTRUP airport","Tonne","Freight and mail on board","Total transport","Embraer 135",1,NA
"158",2008,"KOBENHAVN/KASTRUP airport","Tonne","Freight and mail on board","Total transport","Embraer 145",12,NA
"159",2008,"KOBENHAVN/KASTRUP airport","Tonne","Freight and mail on board","Total transport","Embraer 170",98,NA
"160",2008,"KOBENHAVN/KASTRUP airport","Tonne","Freight and mail on board","Total transport","Other Embraer models",106,NA
"161",2008,"KOBENHAVN/KASTRUP airport","Tonne","Freight and mail on board","Total transport","Fokker 50",20,NA
"162",2008,"KOBENHAVN/KASTRUP airport","Tonne","Freight and mail on board","Total transport","Fokker 70",52,NA
"163",2008,"KOBENHAVN/KASTRUP airport","Tonne","Freight and mail on board","Total transport","Fokker 100",113,NA
"164",2008,"KOBENHAVN/KASTRUP airport","Tonne","Freight and mail on board","Total transport","Saab 340",3,NA
"165",2008,"ESBJERG airport","Tonne","Freight and mail on board","Total transport","Aerospatiale AS332",18,NA
"166",2008,"ESBJERG airport","Tonne","Freight and mail on board","Total transport","Other Antonov models",1,NA
"167",2008,"ESBJERG airport","Tonne","Freight and mail on board","Total transport","Embraer 135",11,NA
"168",2008,"ESBJERG airport","Tonne","Freight and mail on board","Total transport","Embraer 145",5,NA
"169",2008,"ESBJERG airport","Tonne","Freight and mail on board","Total transport","Saab 340",7,NA
"170",2008,"ESBJERG airport","Tonne","Freight and mail on board","Total transport","Other",144,NA
"171",2008,"KARUP airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 42 - all models",1,NA
"172",2008,"KARUP airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 72 - all models",6,NA
"173",2008,"BORNHOLM/RONNE airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 42 - all models",20,NA
"174",2008,"BORNHOLM/RONNE airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 72 - all models",86,NA
"175",2008,"BORNHOLM/RONNE airport","Tonne","Freight and mail on board","Total transport","Canadair CL-600 regional jet - all models",3,NA
"176",2008,"BORNHOLM/RONNE airport","Tonne","Freight and mail on board","Total transport","Other",99,NA
"177",2008,"SONDERBORG airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 42 - all models",3,NA
"178",2008,"SONDERBORG airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 72 - all models",1,NA
"179",2008,"AALBORG airport","Tonne","Freight and mail on board","Total transport","Boeing 737 - all models",42,NA
"180",2008,"AALBORG airport","Tonne","Freight and mail on board","Total transport","Boeing 757 - all models",9,NA
"181",2008,"BERLIN-SCHOENEFELD airport","Tonne","Freight and mail on board","Total transport","Airbus A300 - all models",1,NA
"182",2008,"BERLIN-SCHOENEFELD airport","Tonne","Freight and mail on board","Total transport","Airbus A310 - all models",10,NA
"183",2008,"BERLIN-SCHOENEFELD airport","Tonne","Freight and mail on board","Total transport","Airbus A320 - all models",188,NA
"184",2008,"BERLIN-SCHOENEFELD airport","Tonne","Freight and mail on board","Total transport","Airbus A321 - all models",115,NA
"185",2008,"BERLIN-SCHOENEFELD airport","Tonne","Freight and mail on board","Total transport","Airbus A330 - all models",14,NA
"186",2008,"BERLIN-SCHOENEFELD airport","Tonne","Freight and mail on board","Total transport","Other Antonov models",362,NA
"187",2008,"BERLIN-SCHOENEFELD airport","Tonne","Freight and mail on board","Total transport","Other BAe models",269,NA
"188",2008,"BERLIN-SCHOENEFELD airport","Tonne","Freight and mail on board","Total transport","Boeing 737 - all models",89,NA
"189",2008,"BERLIN-SCHOENEFELD airport","Tonne","Freight and mail on board","Total transport","Boeing 747 - all models",123,NA
"190",2008,"BERLIN-SCHOENEFELD airport","Tonne","Freight and mail on board","Total transport","Boeing 757 - all models",16,NA
"191",2008,"BERLIN-SCHOENEFELD airport","Tonne","Freight and mail on board","Total transport","Boeing 767 - all models",39,NA
"192",2008,"BERLIN-SCHOENEFELD airport","Tonne","Freight and mail on board","Total transport","Boeing MD-80",1,NA
"193",2008,"BERLIN-SCHOENEFELD airport","Tonne","Freight and mail on board","Total transport","Canadair CL-600 regional jet - all models",5,NA
"194",2008,"BERLIN-SCHOENEFELD airport","Tonne","Freight and mail on board","Total transport","Douglas DC-10 - all models",26,NA
"195",2008,"BERLIN-SCHOENEFELD airport","Tonne","Freight and mail on board","Total transport","Tupolev Tu-154",13,NA
"196",2008,"BERLIN-SCHOENEFELD airport","Tonne","Freight and mail on board","Total transport","Other Tupolev models",1,NA
"197",2008,"BERLIN-SCHOENEFELD airport","Tonne","Freight and mail on board","Total transport","Other",172,NA
"198",2008,"BERLIN-SCHOENEFELD airport","Tonne","Freight and mail on board","Total transport","Unknown",25,NA
"199",2008,"DRESDEN airport","Tonne","Freight and mail on board","Total transport","Airbus A300 - all models",25,NA
"200",2008,"DRESDEN airport","Tonne","Freight and mail on board","Total transport","Airbus A319 - all models",8,NA
"201",2008,"DRESDEN airport","Tonne","Freight and mail on board","Total transport","Airbus A320 - all models",32,NA
"202",2008,"DRESDEN airport","Tonne","Freight and mail on board","Total transport","Airbus A321 - all models",12,NA
"203",2008,"DRESDEN airport","Tonne","Freight and mail on board","Total transport","Other Antonov models",3,NA
"204",2008,"DRESDEN airport","Tonne","Freight and mail on board","Total transport","Other BAe models",1,NA
"205",2008,"DRESDEN airport","Tonne","Freight and mail on board","Total transport","Boeing 737 - all models",212,NA
"206",2008,"DRESDEN airport","Tonne","Freight and mail on board","Total transport","Canadair CL-600 regional jet - all models",9,NA
"207",2008,"DRESDEN airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",41,NA
"208",2008,"DRESDEN airport","Tonne","Freight and mail on board","Total transport","Dornier 328",2,NA
"209",2008,"DRESDEN airport","Tonne","Freight and mail on board","Total transport","Fokker 100",11,NA
"210",2008,"DRESDEN airport","Tonne","Freight and mail on board","Total transport","Other",1,NA
"211",2008,"ERFURT-WEIMAR airport","Tonne","Freight and mail on board","Total transport","Other Antonov models",27,NA
"212",2008,"ERFURT-WEIMAR airport","Tonne","Freight and mail on board","Total transport","Boeing 737 - all models",172,NA
"213",2008,"ERFURT-WEIMAR airport","Tonne","Freight and mail on board","Total transport","Other Dornier models",1,NA
"214",2008,"ERFURT-WEIMAR airport","Tonne","Freight and mail on board","Total transport","Saab 340",745,NA
"215",2008,"ERFURT-WEIMAR airport","Tonne","Freight and mail on board","Total transport","Other",10,NA
"216",2008,"ERFURT-WEIMAR airport","Tonne","Freight and mail on board","Total transport","Unknown",183,NA
"217",2008,"FRANKFURT/MAIN airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 42 - all models",609,NA
"218",2008,"FRANKFURT/MAIN airport","Tonne","Freight and mail on board","Total transport","Airbus A318 - all models",748,NA
"219",2008,"FRANKFURT/MAIN airport","Tonne","Freight and mail on board","Total transport","Other Antonov models",29,NA
"220",2008,"FRANKFURT/MAIN airport","Tonne","Freight and mail on board","Total transport","Boeing 717 - all models",100,NA
"221",2008,"FRANKFURT/MAIN airport","Tonne","Freight and mail on board","Total transport","Canadair CL-600 regional jet - all models",846,NA
"222",2008,"FRANKFURT/MAIN airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",61,NA
"223",2008,"FRANKFURT/MAIN airport","Tonne","Freight and mail on board","Total transport","Douglas DC-8 - all models",168,NA
"224",2008,"FRANKFURT/MAIN airport","Tonne","Freight and mail on board","Total transport","Embraer 145",48,NA
"225",2008,"FRANKFURT/MAIN airport","Tonne","Freight and mail on board","Total transport","Embraer 170",428,NA
"226",2008,"FRANKFURT/MAIN airport","Tonne","Freight and mail on board","Total transport","Other Embraer models",153,NA
"227",2008,"FRANKFURT/MAIN airport","Tonne","Freight and mail on board","Total transport","Fokker 70",365,NA
"228",2008,"FRANKFURT/MAIN airport","Tonne","Freight and mail on board","Total transport","Fokker 100",453,NA
"229",2008,"FRANKFURT/MAIN airport","Tonne","Freight and mail on board","Total transport","Other Lockheed models",33,NA
"230",2008,"FRANKFURT/MAIN airport","Tonne","Freight and mail on board","Total transport","Saab 2000",71,NA
"231",2008,"FRANKFURT/MAIN airport","Tonne","Freight and mail on board","Total transport","Tupolev Tu-154",166,NA
"232",2008,"FRANKFURT/MAIN airport","Tonne","Freight and mail on board","Total transport","Other",235,NA
"233",2008,"MUENSTER/OSNABRUECK airport","Tonne","Freight and mail on board","Total transport","Airbus A319 - all models",1,NA
"234",2008,"MUENSTER/OSNABRUECK airport","Tonne","Freight and mail on board","Total transport","Airbus A320 - all models",3,NA
"235",2008,"MUENSTER/OSNABRUECK airport","Tonne","Freight and mail on board","Total transport","Other BAe models",2,NA
"236",2008,"MUENSTER/OSNABRUECK airport","Tonne","Freight and mail on board","Total transport","Boeing 737 - all models",35,NA
"237",2008,"MUENSTER/OSNABRUECK airport","Tonne","Freight and mail on board","Total transport","Canadair CL-600 regional jet - all models",29,NA
"238",2008,"MUENSTER/OSNABRUECK airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",1,NA
"239",2008,"MUENSTER/OSNABRUECK airport","Tonne","Freight and mail on board","Total transport","Fokker 100",22,NA
"240",2008,"MUENSTER/OSNABRUECK airport","Tonne","Freight and mail on board","Total transport","Other",1,NA
"241",2008,"HAMBURG airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 72 - all models",45,NA
"242",2008,"HAMBURG airport","Tonne","Freight and mail on board","Total transport","Airbus A318 - all models",15,NA
"243",2008,"HAMBURG airport","Tonne","Freight and mail on board","Total transport","Airbus A319 - all models",791,NA
"244",2008,"HAMBURG airport","Tonne","Freight and mail on board","Total transport","Other Antonov models",69,NA
"245",2008,"HAMBURG airport","Tonne","Freight and mail on board","Total transport","Other BAe models",48,NA
"246",2008,"HAMBURG airport","Tonne","Freight and mail on board","Total transport","Boeing 747 - all models",362,NA
"247",2008,"HAMBURG airport","Tonne","Freight and mail on board","Total transport","Boeing 767 - all models",2,NA
"248",2008,"HAMBURG airport","Tonne","Freight and mail on board","Total transport","Boeing MD-80",58,NA
"249",2008,"HAMBURG airport","Tonne","Freight and mail on board","Total transport","Boeing MD-90",4,NA
"250",2008,"HAMBURG airport","Tonne","Freight and mail on board","Total transport","Canadair CL-600 regional jet - all models",221,NA
"251",2008,"HAMBURG airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",10,NA
"252",2008,"HAMBURG airport","Tonne","Freight and mail on board","Total transport","Dornier 328",2,NA
"253",2008,"HAMBURG airport","Tonne","Freight and mail on board","Total transport","Douglas DC-10 - all models",12,NA
"254",2008,"HAMBURG airport","Tonne","Freight and mail on board","Total transport","Embraer 145",29,NA
"255",2008,"HAMBURG airport","Tonne","Freight and mail on board","Total transport","Embraer 170",165,NA
"256",2008,"HAMBURG airport","Tonne","Freight and mail on board","Total transport","Other Embraer models",87,NA
"257",2008,"HAMBURG airport","Tonne","Freight and mail on board","Total transport","Fokker 50",9,NA
"258",2008,"HAMBURG airport","Tonne","Freight and mail on board","Total transport","Fokker 70",161,NA
"259",2008,"HAMBURG airport","Tonne","Freight and mail on board","Total transport","Fokker 100",198,NA
"260",2008,"HAMBURG airport","Tonne","Freight and mail on board","Total transport","Other Lockheed models",3,NA
"261",2008,"HAMBURG airport","Tonne","Freight and mail on board","Total transport","Tupolev Tu-154",46,NA
"262",2008,"HAMBURG airport","Tonne","Freight and mail on board","Total transport","Other",3,NA
"263",2008,"HAMBURG airport","Tonne","Freight and mail on board","Total transport","Unknown",213,NA
