"","TIME","REP_AIRP","UNIT","TRA_MEAS","TRA_COV","AIRCRAFT","Value","Flag.and.Footnotes"
"2243",2008,"TURKU airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 42 - all models",4,NA
"2244",2008,"TURKU airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 72 - all models",26,NA
"2245",2008,"TURKU airport","Tonne","Freight and mail on board","Total transport","Airbus A300 - all models",752,NA
"2246",2008,"TURKU airport","Tonne","Freight and mail on board","Total transport","Airbus A319 - all models",1,NA
"2247",2008,"TURKU airport","Tonne","Freight and mail on board","Total transport","Other Antonov models",8,NA
"2248",2008,"TURKU airport","Tonne","Freight and mail on board","Total transport","BAe-Avroliner RJ 100",1,NA
"2249",2008,"TURKU airport","Tonne","Freight and mail on board","Total transport","BAe-Avroliner RJ 85",9,NA
"2250",2008,"TURKU airport","Tonne","Freight and mail on board","Total transport","BAe 146 - all models",791,NA
"2251",2008,"TURKU airport","Tonne","Freight and mail on board","Total transport","Boeing MD-82",3,NA
"2252",2008,"TURKU airport","Tonne","Freight and mail on board","Total transport","Boeing MD-87",5,NA
"2253",2008,"TURKU airport","Tonne","Freight and mail on board","Total transport","Canadair CL-600 regional jet - all models",1,NA
"2254",2008,"TURKU airport","Tonne","Freight and mail on board","Total transport","Other Dornier models",1,NA
"2255",2008,"TURKU airport","Tonne","Freight and mail on board","Total transport","Embraer 145",1,NA
"2256",2008,"TURKU airport","Tonne","Freight and mail on board","Total transport","Embraer 170",14,NA
"2257",2008,"TURKU airport","Tonne","Freight and mail on board","Total transport","Other Embraer models",5,NA
"2258",2008,"TURKU airport","Tonne","Freight and mail on board","Total transport","Saab 340",6,NA
"2259",2008,"TURKU airport","Tonne","Freight and mail on board","Total transport","Other",2,NA
"2260",2008,"VAASA airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 42 - all models",7,NA
"2261",2008,"VAASA airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 72 - all models",14,NA
"2262",2008,"VAASA airport","Tonne","Freight and mail on board","Total transport","Airbus A319 - all models",14,NA
"2263",2008,"VAASA airport","Tonne","Freight and mail on board","Total transport","Airbus A320 - all models",4,NA
"2264",2008,"VAASA airport","Tonne","Freight and mail on board","Total transport","BAe-Avroliner RJ 100",1,NA
"2265",2008,"VAASA airport","Tonne","Freight and mail on board","Total transport","BAe-Avroliner RJ 85",20,NA
"2266",2008,"VAASA airport","Tonne","Freight and mail on board","Total transport","Boeing 757 - all models",10,NA
"2267",2008,"VAASA airport","Tonne","Freight and mail on board","Total transport","Embraer 145",2,NA
"2268",2008,"VAASA airport","Tonne","Freight and mail on board","Total transport","Embraer 170",9,NA
"2269",2008,"VAASA airport","Tonne","Freight and mail on board","Total transport","Other Embraer models",9,NA
"2270",2008,"VAASA airport","Tonne","Freight and mail on board","Total transport","Fokker 50",8,NA
"2271",2008,"VAASA airport","Tonne","Freight and mail on board","Total transport","Saab 2000",1,NA
"2272",2008,"VARKAUS airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 42 - all models",1,NA
"2273",2008,"RONNEBY airport","Tonne","Freight and mail on board","Total transport","Boeing 737 - all models",13,NA
"2274",2008,"RONNEBY airport","Tonne","Freight and mail on board","Total transport","Boeing MD-82",4,NA
"2275",2008,"RONNEBY airport","Tonne","Freight and mail on board","Total transport","Boeing MD-87",2,NA
"2276",2008,"RONNEBY airport","Tonne","Freight and mail on board","Total transport","Fokker 100",1,NA
"2277",2008,"GOTEBORG/LANDVETTER airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 42 - all models",6,NA
"2278",2008,"GOTEBORG/LANDVETTER airport","Tonne","Freight and mail on board","Total transport","Airbus A310 - all models",58,NA
"2279",2008,"GOTEBORG/LANDVETTER airport","Tonne","Freight and mail on board","Total transport","Airbus A319 - all models",122,NA
"2280",2008,"GOTEBORG/LANDVETTER airport","Tonne","Freight and mail on board","Total transport","Airbus A320 - all models",96,NA
"2281",2008,"GOTEBORG/LANDVETTER airport","Tonne","Freight and mail on board","Total transport","Airbus A321 - all models",106,NA
"2282",2008,"GOTEBORG/LANDVETTER airport","Tonne","Freight and mail on board","Total transport","Airbus A330 - all models",205,NA
"2283",2008,"GOTEBORG/LANDVETTER airport","Tonne","Freight and mail on board","Total transport","Airbus A340 - all models",19,NA
"2284",2008,"GOTEBORG/LANDVETTER airport","Tonne","Freight and mail on board","Total transport","Other Antonov models",638,NA
"2285",2008,"GOTEBORG/LANDVETTER airport","Tonne","Freight and mail on board","Total transport","BAe-Avroliner RJ 100",104,NA
"2286",2008,"GOTEBORG/LANDVETTER airport","Tonne","Freight and mail on board","Total transport","BAe-Avroliner RJ 85",61,NA
"2287",2008,"GOTEBORG/LANDVETTER airport","Tonne","Freight and mail on board","Total transport","BAe 146 - all models",384,NA
"2288",2008,"GOTEBORG/LANDVETTER airport","Tonne","Freight and mail on board","Total transport","Other BAe models",15,NA
"2289",2008,"GOTEBORG/LANDVETTER airport","Tonne","Freight and mail on board","Total transport","Boeing 767 - all models",72,NA
"2290",2008,"GOTEBORG/LANDVETTER airport","Tonne","Freight and mail on board","Total transport","Boeing MD-81",54,NA
"2291",2008,"GOTEBORG/LANDVETTER airport","Tonne","Freight and mail on board","Total transport","Boeing MD-82",602,NA
"2292",2008,"GOTEBORG/LANDVETTER airport","Tonne","Freight and mail on board","Total transport","Boeing MD-83",30,NA
"2293",2008,"GOTEBORG/LANDVETTER airport","Tonne","Freight and mail on board","Total transport","Boeing MD-87",105,NA
"2294",2008,"GOTEBORG/LANDVETTER airport","Tonne","Freight and mail on board","Total transport","Boeing MD-90",36,NA
"2295",2008,"GOTEBORG/LANDVETTER airport","Tonne","Freight and mail on board","Total transport","Canadair CL-600 regional jet - all models",21,NA
"2296",2008,"GOTEBORG/LANDVETTER airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",19,NA
"2297",2008,"GOTEBORG/LANDVETTER airport","Tonne","Freight and mail on board","Total transport","Other Dornier models",10,NA
"2298",2008,"GOTEBORG/LANDVETTER airport","Tonne","Freight and mail on board","Total transport","Embraer 170",209,NA
"2299",2008,"GOTEBORG/LANDVETTER airport","Tonne","Freight and mail on board","Total transport","Other Embraer models",126,NA
"2300",2008,"GOTEBORG/LANDVETTER airport","Tonne","Freight and mail on board","Total transport","Fokker 70",10,NA
"2301",2008,"GOTEBORG/LANDVETTER airport","Tonne","Freight and mail on board","Total transport","Fokker 100",8,NA
"2302",2008,"GOTEBORG/LANDVETTER airport","Tonne","Freight and mail on board","Total transport","Other Lockheed models",61,NA
"2303",2008,"GOTEBORG/LANDVETTER airport","Tonne","Freight and mail on board","Total transport","Saab 340",124,NA
"2304",2008,"GOTEBORG/LANDVETTER airport","Tonne","Freight and mail on board","Total transport","Other Tupolev models",10,NA
"2305",2008,"GOTEBORG/LANDVETTER airport","Tonne","Freight and mail on board","Total transport","Other",16,NA
"2306",2008,"GOTEBORG/SAVE airport","Tonne","Freight and mail on board","Total transport","Other Antonov models",9,NA
"2307",2008,"GOTEBORG/SAVE airport","Tonne","Freight and mail on board","Total transport","Other Dornier models",1,NA
"2308",2008,"GOTEBORG/SAVE airport","Tonne","Freight and mail on board","Total transport","Other",1,NA
"2309",2008,"STOCKHOLM/SKAVSTA airport","Tonne","Freight and mail on board","Total transport","Other Antonov models",68,NA
"2310",2008,"STOCKHOLM/SKAVSTA airport","Tonne","Freight and mail on board","Total transport","Boeing 747 - all models",334,NA
"2311",2008,"STOCKHOLM/SKAVSTA airport","Tonne","Freight and mail on board","Total transport","Other Lockheed models",6,NA
"2312",2008,"STOCKHOLM/SKAVSTA airport","Tonne","Freight and mail on board","Total transport","Other",234,NA
"2313",2008,"STOCKHOLM/SKAVSTA airport","Tonne","Freight and mail on board","Total transport","Unknown",3,NA
"2314",2008,"MALMO airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 42 - all models",10,NA
"2315",2008,"MALMO airport","Tonne","Freight and mail on board","Total transport","Airbus A320 - all models",2,NA
"2316",2008,"MALMO airport","Tonne","Freight and mail on board","Total transport","Airbus A330 - all models",57,NA
"2317",2008,"MALMO airport","Tonne","Freight and mail on board","Total transport","BAe-Avroliner RJ 100",20,NA
"2318",2008,"MALMO airport","Tonne","Freight and mail on board","Total transport","BAe 146 - all models",31,NA
"2319",2008,"MALMO airport","Tonne","Freight and mail on board","Total transport","Other BAe models",48,NA
"2320",2008,"MALMO airport","Tonne","Freight and mail on board","Total transport","Boeing 757 - all models",728,NA
"2321",2008,"MALMO airport","Tonne","Freight and mail on board","Total transport","Boeing MD-81",15,NA
"2322",2008,"MALMO airport","Tonne","Freight and mail on board","Total transport","Boeing MD-82",76,NA
"2323",2008,"MALMO airport","Tonne","Freight and mail on board","Total transport","Boeing MD-83",4,NA
"2324",2008,"MALMO airport","Tonne","Freight and mail on board","Total transport","Boeing MD-87",12,NA
"2325",2008,"MALMO airport","Tonne","Freight and mail on board","Total transport","Canadair CL-600 regional jet - all models",7,NA
"2326",2008,"MALMO airport","Tonne","Freight and mail on board","Total transport","Other Dornier models",1,NA
"2327",2008,"MALMO airport","Tonne","Freight and mail on board","Total transport","Douglas DC-10 - all models",59,NA
"2328",2008,"MALMO airport","Tonne","Freight and mail on board","Total transport","Other Embraer models",2,NA
"2329",2008,"MALMO airport","Tonne","Freight and mail on board","Total transport","Other Lockheed models",124,NA
"2330",2008,"MALMO airport","Tonne","Freight and mail on board","Total transport","Saab 340",795,NA
"2331",2008,"MALMO airport","Tonne","Freight and mail on board","Total transport","Other Tupolev models",71,NA
"2332",2008,"MALMO airport","Tonne","Freight and mail on board","Total transport","Other",6,NA
"2333",2008,"VAXJO/KRONOBERG airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 42 - all models",948,NA
"2334",2008,"VAXJO/KRONOBERG airport","Tonne","Freight and mail on board","Total transport","Airbus A320 - all models",1,NA
"2335",2008,"VAXJO/KRONOBERG airport","Tonne","Freight and mail on board","Total transport","Boeing 737 - all models",16,NA
"2336",2008,"VAXJO/KRONOBERG airport","Tonne","Freight and mail on board","Total transport","Boeing MD-82",2,NA
"2337",2008,"VAXJO/KRONOBERG airport","Tonne","Freight and mail on board","Total transport","Boeing MD-87",1,NA
"2338",2008,"VAXJO/KRONOBERG airport","Tonne","Freight and mail on board","Total transport","Fokker 50",11,NA
"2339",2008,"VAXJO/KRONOBERG airport","Tonne","Freight and mail on board","Total transport","Saab 2000",6,NA
"2340",2008,"VAXJO/KRONOBERG airport","Tonne","Freight and mail on board","Total transport","Saab 340",7,NA
"2341",2008,"SUNDSVALL-TIMRA airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 42 - all models",1,NA
"2342",2008,"SUNDSVALL-TIMRA airport","Tonne","Freight and mail on board","Total transport","Other Antonov models",7,NA
"2343",2008,"SUNDSVALL-TIMRA airport","Tonne","Freight and mail on board","Total transport","Other BAe models",57,NA
"2344",2008,"SUNDSVALL-TIMRA airport","Tonne","Freight and mail on board","Total transport","Boeing 737 - all models",56,NA
"2345",2008,"SUNDSVALL-TIMRA airport","Tonne","Freight and mail on board","Total transport","Boeing MD-81",7,NA
"2346",2008,"SUNDSVALL-TIMRA airport","Tonne","Freight and mail on board","Total transport","Boeing MD-82",45,NA
"2347",2008,"SUNDSVALL-TIMRA airport","Tonne","Freight and mail on board","Total transport","Boeing MD-87",5,NA
"2348",2008,"SUNDSVALL-TIMRA airport","Tonne","Freight and mail on board","Total transport","Fokker 50",680,NA
"2349",2008,"SUNDSVALL-TIMRA airport","Tonne","Freight and mail on board","Total transport","Fokker 100",2,NA
"2350",2008,"SUNDSVALL-TIMRA airport","Tonne","Freight and mail on board","Total transport","Saab 2000",6,NA
"2351",2008,"SUNDSVALL-TIMRA airport","Tonne","Freight and mail on board","Total transport","Saab 340",101,NA
"2352",2008,"KIRUNA airport","Tonne","Freight and mail on board","Total transport","Other BAe models",408,NA
"2353",2008,"KIRUNA airport","Tonne","Freight and mail on board","Total transport","Boeing 737 - all models",20,NA
"2354",2008,"KIRUNA airport","Tonne","Freight and mail on board","Total transport","Boeing MD-82",77,NA
"2355",2008,"KIRUNA airport","Tonne","Freight and mail on board","Total transport","Boeing MD-83",1,NA
"2356",2008,"SKELLEFTEA airport","Tonne","Freight and mail on board","Total transport","Boeing 737 - all models",97,NA
"2357",2008,"SKELLEFTEA airport","Tonne","Freight and mail on board","Total transport","Boeing MD-82",13,NA
"2358",2008,"SKELLEFTEA airport","Tonne","Freight and mail on board","Total transport","Boeing MD-83",10,NA
"2359",2008,"SKELLEFTEA airport","Tonne","Freight and mail on board","Total transport","Fokker 100",6,NA
"2360",2008,"UMEA airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 42 - all models",6,NA
"2361",2008,"UMEA airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 72 - all models",963,NA
"2362",2008,"UMEA airport","Tonne","Freight and mail on board","Total transport","Boeing 737 - all models",77,NA
"2363",2008,"UMEA airport","Tonne","Freight and mail on board","Total transport","Boeing MD-82",99,NA
"2364",2008,"UMEA airport","Tonne","Freight and mail on board","Total transport","Boeing MD-83",3,NA
"2365",2008,"UMEA airport","Tonne","Freight and mail on board","Total transport","Boeing MD-87",4,NA
"2366",2008,"UMEA airport","Tonne","Freight and mail on board","Total transport","Fokker 50",15,NA
"2367",2008,"UMEA airport","Tonne","Freight and mail on board","Total transport","Fokker 100",1,NA
"2368",2008,"UMEA airport","Tonne","Freight and mail on board","Total transport","Saab 340",2,NA
"2369",2008,"ARE OSTERSUND airport","Tonne","Freight and mail on board","Total transport","Boeing 737 - all models",62,NA
"2370",2008,"ARE OSTERSUND airport","Tonne","Freight and mail on board","Total transport","Boeing MD-82",29,NA
"2371",2008,"ARE OSTERSUND airport","Tonne","Freight and mail on board","Total transport","Boeing MD-83",3,NA
"2372",2008,"ARE OSTERSUND airport","Tonne","Freight and mail on board","Total transport","Boeing MD-87",1,NA
"2373",2008,"KARLSTAD airport","Tonne","Freight and mail on board","Total transport","Airbus A330 - all models",6,NA
"2374",2008,"KARLSTAD airport","Tonne","Freight and mail on board","Total transport","Fokker 50",32,NA
"2375",2008,"KARLSTAD airport","Tonne","Freight and mail on board","Total transport","Saab 340",3,NA
"2376",2008,"KARLSTAD airport","Tonne","Freight and mail on board","Total transport","Other",73,NA
"2377",2008,"STOCKHOLM/VASTERAS airport","Tonne","Freight and mail on board","Total transport","Other BAe models",20,NA
"2378",2008,"STOCKHOLM/VASTERAS airport","Tonne","Freight and mail on board","Total transport","Boeing 737 - all models",237,NA
"2379",2008,"STOCKHOLM/VASTERAS airport","Tonne","Freight and mail on board","Total transport","Other Dornier models",2,NA
"2380",2008,"STOCKHOLM/VASTERAS airport","Tonne","Freight and mail on board","Total transport","Saab 340",271,NA
"2381",2008,"LULEA/KALLAX airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 72 - all models",2,NA
"2382",2008,"LULEA/KALLAX airport","Tonne","Freight and mail on board","Total transport","Airbus A330 - all models",5,NA
"2383",2008,"LULEA/KALLAX airport","Tonne","Freight and mail on board","Total transport","Boeing 737 - all models",145,NA
"2384",2008,"LULEA/KALLAX airport","Tonne","Freight and mail on board","Total transport","Boeing 767 - all models",6,NA
"2385",2008,"LULEA/KALLAX airport","Tonne","Freight and mail on board","Total transport","Boeing MD-81",8,NA
"2386",2008,"LULEA/KALLAX airport","Tonne","Freight and mail on board","Total transport","Boeing MD-82",178,NA
"2387",2008,"LULEA/KALLAX airport","Tonne","Freight and mail on board","Total transport","Boeing MD-83",12,NA
"2388",2008,"LULEA/KALLAX airport","Tonne","Freight and mail on board","Total transport","Boeing MD-87",9,NA
"2389",2008,"LULEA/KALLAX airport","Tonne","Freight and mail on board","Total transport","Fokker 100",1,NA
"2390",2008,"STOCKHOLM/ARLANDA airport","Tonne","Freight and mail on board","Total transport","Airbus A310 - all models",290,NA
"2391",2008,"STOCKHOLM/ARLANDA airport","Tonne","Freight and mail on board","Total transport","Airbus A318 - all models",1,NA
"2392",2008,"STOCKHOLM/ARLANDA airport","Tonne","Freight and mail on board","Total transport","Other Antonov models",10,NA
"2393",2008,"STOCKHOLM/ARLANDA airport","Tonne","Freight and mail on board","Total transport","BAe-Avroliner RJ 100",58,NA
"2394",2008,"STOCKHOLM/ARLANDA airport","Tonne","Freight and mail on board","Total transport","BAe-Avroliner RJ 85",387,NA
"2395",2008,"STOCKHOLM/ARLANDA airport","Tonne","Freight and mail on board","Total transport","Other Avroliner models",47,NA
"2396",2008,"STOCKHOLM/ARLANDA airport","Tonne","Freight and mail on board","Total transport","BAe 146 - all models",33,NA
"2397",2008,"STOCKHOLM/ARLANDA airport","Tonne","Freight and mail on board","Total transport","Boeing MD-81",110,NA
"2398",2008,"STOCKHOLM/ARLANDA airport","Tonne","Freight and mail on board","Total transport","Boeing MD-83",77,NA
"2399",2008,"STOCKHOLM/ARLANDA airport","Tonne","Freight and mail on board","Total transport","Boeing MD-87",171,NA
"2400",2008,"STOCKHOLM/ARLANDA airport","Tonne","Freight and mail on board","Total transport","Boeing MD-90",182,NA
"2401",2008,"STOCKHOLM/ARLANDA airport","Tonne","Freight and mail on board","Total transport","Canadair CL-600 regional jet - all models",2,NA
"2402",2008,"STOCKHOLM/ARLANDA airport","Tonne","Freight and mail on board","Total transport","Embraer 145",56,NA
"2403",2008,"STOCKHOLM/ARLANDA airport","Tonne","Freight and mail on board","Total transport","Embraer 170",261,NA
"2404",2008,"STOCKHOLM/ARLANDA airport","Tonne","Freight and mail on board","Total transport","Other Embraer models",167,NA
"2405",2008,"STOCKHOLM/ARLANDA airport","Tonne","Freight and mail on board","Total transport","Fokker 70",85,NA
"2406",2008,"STOCKHOLM/ARLANDA airport","Tonne","Freight and mail on board","Total transport","Fokker 100",321,NA
"2407",2008,"STOCKHOLM/ARLANDA airport","Tonne","Freight and mail on board","Total transport","Other Lockheed models",128,NA
"2408",2008,"STOCKHOLM/ARLANDA airport","Tonne","Freight and mail on board","Total transport","Saab 2000",52,NA
"2409",2008,"STOCKHOLM/ARLANDA airport","Tonne","Freight and mail on board","Total transport","Saab 340",584,NA
"2410",2008,"STOCKHOLM/ARLANDA airport","Tonne","Freight and mail on board","Total transport","Tupolev Tu-154",3,NA
"2411",2008,"STOCKHOLM/ARLANDA airport","Tonne","Freight and mail on board","Total transport","Other Tupolev models",336,NA
"2412",2008,"STOCKHOLM/ARLANDA airport","Tonne","Freight and mail on board","Total transport","Other",87,NA
"2413",2008,"STOCKHOLM/BROMMA airport","Tonne","Freight and mail on board","Total transport","BAe-Avroliner RJ 100",264,NA
"2414",2008,"STOCKHOLM/BROMMA airport","Tonne","Freight and mail on board","Total transport","Fokker 50",30,NA
"2415",2008,"STOCKHOLM/BROMMA airport","Tonne","Freight and mail on board","Total transport","Saab 2000",9,NA
"2416",2008,"STOCKHOLM/BROMMA airport","Tonne","Freight and mail on board","Total transport","Saab 340",11,NA
"2417",2008,"VISBY airport","Tonne","Freight and mail on board","Total transport","Other BAe models",1,NA
"2418",2008,"VISBY airport","Tonne","Freight and mail on board","Total transport","Fokker 50",941,NA
"2419",2008,"VISBY airport","Tonne","Freight and mail on board","Total transport","Saab 2000",3,NA
"2420",2008,"VISBY airport","Tonne","Freight and mail on board","Total transport","Saab 340",1,NA
"2421",2008,"VISBY airport","Tonne","Freight and mail on board","Total transport","Other",832,NA
"2422",2008,"ANGELHOLM airport","Tonne","Freight and mail on board","Total transport","Boeing 737 - all models",10,NA
"2423",2008,"ANGELHOLM airport","Tonne","Freight and mail on board","Total transport","Boeing MD-82",3,NA
"2424",2008,"BELFAST/ALDERGROVE airport","Tonne","Freight and mail on board","Total transport","Airbus A319 - all models",2,NA
"2425",2008,"BELFAST/ALDERGROVE airport","Tonne","Freight and mail on board","Total transport","Airbus A320 - all models",40,NA
"2426",2008,"BELFAST/ALDERGROVE airport","Tonne","Freight and mail on board","Total transport","Airbus A321 - all models",2,NA
"2427",2008,"BELFAST/ALDERGROVE airport","Tonne","Freight and mail on board","Total transport","Airbus A330 - all models",7,NA
"2428",2008,"BELFAST/ALDERGROVE airport","Tonne","Freight and mail on board","Total transport","Other Antonov models",77,NA
"2429",2008,"BELFAST/ALDERGROVE airport","Tonne","Freight and mail on board","Total transport","Boeing 747 - all models",66,NA
"2430",2008,"BELFAST/ALDERGROVE airport","Tonne","Freight and mail on board","Total transport","Boeing 757 - all models",777,NA
"2431",2008,"BELFAST/ALDERGROVE airport","Tonne","Freight and mail on board","Total transport","Douglas DC-8 - all models",13,NA
"2432",2008,"BELFAST/ALDERGROVE airport","Tonne","Freight and mail on board","Total transport","Other",1,NA
"2433",2008,"BELFAST/CITY airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 72 - all models",3,NA
"2434",2008,"BELFAST/CITY airport","Tonne","Freight and mail on board","Total transport","Airbus A321 - all models",3,NA
"2435",2008,"BELFAST/CITY airport","Tonne","Freight and mail on board","Total transport","BAe 146 - all models",1,NA
"2436",2008,"BELFAST/CITY airport","Tonne","Freight and mail on board","Total transport","Boeing 737 - all models",4,NA
"2437",2008,"BELFAST/CITY airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",103,NA
"2438",2008,"BELFAST/CITY airport","Tonne","Freight and mail on board","Total transport","Embraer 145",7,NA
"2439",2008,"BELFAST/CITY airport","Tonne","Freight and mail on board","Total transport","Other Embraer models",45,NA
"2440",2008,"BIRMINGHAM airport","Tonne","Freight and mail on board","Total transport","Airbus A310 - all models",27,NA
"2441",2008,"BIRMINGHAM airport","Tonne","Freight and mail on board","Total transport","Airbus A319 - all models",19,NA
"2442",2008,"BIRMINGHAM airport","Tonne","Freight and mail on board","Total transport","Airbus A320 - all models",49,NA
"2443",2008,"BIRMINGHAM airport","Tonne","Freight and mail on board","Total transport","Airbus A321 - all models",38,NA
"2444",2008,"BIRMINGHAM airport","Tonne","Freight and mail on board","Total transport","BAe-Avroliner RJ 100",32,NA
"2445",2008,"BIRMINGHAM airport","Tonne","Freight and mail on board","Total transport","BAe-Avroliner RJ 85",116,NA
"2446",2008,"BIRMINGHAM airport","Tonne","Freight and mail on board","Total transport","BAe 146 - all models",60,NA
"2447",2008,"BIRMINGHAM airport","Tonne","Freight and mail on board","Total transport","Other BAe models",286,NA
"2448",2008,"BIRMINGHAM airport","Tonne","Freight and mail on board","Total transport","Boeing 737 - all models",499,NA
"2449",2008,"BIRMINGHAM airport","Tonne","Freight and mail on board","Total transport","Boeing 757 - all models",397,NA
"2450",2008,"BIRMINGHAM airport","Tonne","Freight and mail on board","Total transport","Boeing 767 - all models",345,NA
"2451",2008,"BIRMINGHAM airport","Tonne","Freight and mail on board","Total transport","Boeing MD-80",21,NA
"2452",2008,"BIRMINGHAM airport","Tonne","Freight and mail on board","Total transport","Boeing MD-87",5,NA
"2453",2008,"BIRMINGHAM airport","Tonne","Freight and mail on board","Total transport","Canadair CL-600 regional jet - all models",3,NA
"2454",2008,"BIRMINGHAM airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",85,NA
"2455",2008,"BIRMINGHAM airport","Tonne","Freight and mail on board","Total transport","Embraer 135",2,NA
"2456",2008,"BIRMINGHAM airport","Tonne","Freight and mail on board","Total transport","Embraer 145",17,NA
"2457",2008,"BIRMINGHAM airport","Tonne","Freight and mail on board","Total transport","Other Embraer models",41,NA
"2458",2008,"BIRMINGHAM airport","Tonne","Freight and mail on board","Total transport","Fokker 70",4,NA
"2459",2008,"BIRMINGHAM airport","Tonne","Freight and mail on board","Total transport","Fokker 100",19,NA
"2460",2008,"COVENTRY airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 42 - all models",602,NA
"2461",2008,"COVENTRY airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 72 - all models",3,NA
"2462",2008,"COVENTRY airport","Tonne","Freight and mail on board","Total transport","Other Antonov models",43,NA
"2463",2008,"COVENTRY airport","Tonne","Freight and mail on board","Total transport","Other BAe models",656,NA
"2464",2008,"MANCHESTER airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 42 - all models",21,NA
"2465",2008,"MANCHESTER airport","Tonne","Freight and mail on board","Total transport","Airbus A300 - all models",256,NA
"2466",2008,"MANCHESTER airport","Tonne","Freight and mail on board","Total transport","Airbus A310 - all models",393,NA
"2467",2008,"MANCHESTER airport","Tonne","Freight and mail on board","Total transport","Airbus A318 - all models",19,NA
"2468",2008,"MANCHESTER airport","Tonne","Freight and mail on board","Total transport","Airbus A319 - all models",615,NA
"2469",2008,"MANCHESTER airport","Tonne","Freight and mail on board","Total transport","Airbus A321 - all models",617,NA
"2470",2008,"MANCHESTER airport","Tonne","Freight and mail on board","Total transport","Airbus A340 - all models",9,NA
"2471",2008,"MANCHESTER airport","Tonne","Freight and mail on board","Total transport","Other Antonov models",361,NA
"2472",2008,"MANCHESTER airport","Tonne","Freight and mail on board","Total transport","BAe-Avroliner RJ 100",12,NA
"2473",2008,"MANCHESTER airport","Tonne","Freight and mail on board","Total transport","BAe-Avroliner RJ 85",27,NA
"2474",2008,"MANCHESTER airport","Tonne","Freight and mail on board","Total transport","BAe 146 - all models",11,NA
"2475",2008,"MANCHESTER airport","Tonne","Freight and mail on board","Total transport","Other BAe models",11,NA
"2476",2008,"MANCHESTER airport","Tonne","Freight and mail on board","Total transport","Boeing MD-80",137,NA
"2477",2008,"MANCHESTER airport","Tonne","Freight and mail on board","Total transport","Boeing MD-87",13,NA
"2478",2008,"MANCHESTER airport","Tonne","Freight and mail on board","Total transport","Boeing MD-90",2,NA
"2479",2008,"MANCHESTER airport","Tonne","Freight and mail on board","Total transport","Canadair CL-600 regional jet - all models",25,NA
"2480",2008,"MANCHESTER airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",214,NA
"2481",2008,"MANCHESTER airport","Tonne","Freight and mail on board","Total transport","Douglas DC-10 - all models",47,NA
"2482",2008,"MANCHESTER airport","Tonne","Freight and mail on board","Total transport","Douglas DC-8 - all models",25,NA
"2483",2008,"MANCHESTER airport","Tonne","Freight and mail on board","Total transport","Embraer 135",4,NA
"2484",2008,"MANCHESTER airport","Tonne","Freight and mail on board","Total transport","Embraer 145",63,NA
"2485",2008,"MANCHESTER airport","Tonne","Freight and mail on board","Total transport","Embraer 170",20,NA
"2486",2008,"MANCHESTER airport","Tonne","Freight and mail on board","Total transport","Other Embraer models",76,NA
"2487",2008,"MANCHESTER airport","Tonne","Freight and mail on board","Total transport","Fokker 50",3,NA
"2488",2008,"MANCHESTER airport","Tonne","Freight and mail on board","Total transport","Fokker 70",8,NA
"2489",2008,"MANCHESTER airport","Tonne","Freight and mail on board","Total transport","Fokker 100",129,NA
"2490",2008,"MANCHESTER airport","Tonne","Freight and mail on board","Total transport","Other",28,NA
"2491",2008,"DONCASTER SHEFFIELD airport","Tonne","Freight and mail on board","Total transport","Airbus A300 - all models",41,NA
"2492",2008,"DONCASTER SHEFFIELD airport","Tonne","Freight and mail on board","Total transport","Other Antonov models",319,NA
"2493",2008,"DONCASTER SHEFFIELD airport","Tonne","Freight and mail on board","Total transport","Boeing 737 - all models",9,NA
"2494",2008,"DONCASTER SHEFFIELD airport","Tonne","Freight and mail on board","Total transport","Boeing 747 - all models",282,NA
"2495",2008,"DONCASTER SHEFFIELD airport","Tonne","Freight and mail on board","Total transport","Boeing 767 - all models",30,NA
"2496",2008,"DONCASTER SHEFFIELD airport","Tonne","Freight and mail on board","Total transport","Boeing MD-11",178,NA
"2497",2008,"DONCASTER SHEFFIELD airport","Tonne","Freight and mail on board","Total transport","Douglas DC-10 - all models",250,NA
